HIV : Validation Results
=========================================

err = 306, warn = 151, info = 2042
IG Publisher Version: 1.6.13
Generated Mon Jul 01 19:40:38 UTC 2024. FHIR version 4.0.1 for smart.who.int.hiv#0.1.0 (canonical = http://smart.who.int/hiv)
 Build Errors : 70 / 16 / 0
 /github/workspace/fsh-generated/resources/ActorDefinition-Client : 0 / 1 / 2
INFORMATION: Library/HIVIND46Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND46Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND46Logic vs http://smart.who.int/HIV/Library/HIVIND46Logic
== fsh-generated/resources/Library-HIVIND47Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND47Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND47Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND47Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND47Logic)
INFORMATION: Library/HIVIND47Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND47Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND47Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND47Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND47Logic vs http://smart.who.int/HIV/Library/HIVIND47Logic
== fsh-generated/resources/Library-HIVIND48Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND48Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND48Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND48Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND48Logic)
INFORMATION: Library/HIVIND48Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND48Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND48Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND48Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND48Logic vs http://smart.who.int/HIV/Library/HIVIND48Logic
== fsh-generated/resources/Library-HIVIND49Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND49Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND49Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND49Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND49Logic)
INFORMATION: Library/HIVIND49Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND49Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND49Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND49Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND49Logic vs http://smart.who.int/HIV/Library/HIVIND49Logic
== fsh-generated/resources/Library-HIVIND4Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND4Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND4Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND4Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND4Logic)
INFORMATION: Library/HIVIND4Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND4Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND4Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND4Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND4Logic vs http://smart.who.int/HIV/Library/HIVIND4Logic
== fsh-generated/resources/Library-HIVIND50Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND50Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND50Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND50Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND50Logic)
INFORMATION: Library/HIVIND50Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND50Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND50Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND50Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND50Logic vs http://smart.who.int/HIV/Library/HIVIND50Logic
== fsh-generated/resources/Library-HIVIND51Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND51Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND51Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND51Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND51Logic)
INFORMATION: Library/HIVIND51Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND51Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND51Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND51Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND51Logic vs http://smart.who.int/HIV/Library/HIVIND51Logic
== fsh-generated/resources/Library-HIVIND52Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND52Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND52Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND52Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND52Logic)
INFORMATION: Library/HIVIND52Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND52Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND52Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND52Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND52Logic vs http://smart.who.int/HIV/Library/HIVIND52Logic
== fsh-generated/resources/Library-HIVIND53Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND53Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND53Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND53Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND53Logic)
INFORMATION: Library/HIVIND53Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND53Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND53Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND53Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND53Logic vs http://smart.who.int/HIV/Library/HIVIND53Logic
== fsh-generated/resources/Library-HIVIND54Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND54Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND54Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND54Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND54Logic)
INFORMATION: Library/HIVIND54Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND54Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND54Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND54Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND54Logic vs http://smart.who.int/HIV/Library/HIVIND54Logic
== fsh-generated/resources/Library-HIVIND55Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND55Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND55Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND55Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND55Logic)
INFORMATION: Library/HIVIND55Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND55Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND55Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND55Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND55Logic vs http://smart.who.int/HIV/Library/HIVIND55Logic
== fsh-generated/resources/Library-HIVIND56Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND56Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND56Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND56Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND56Logic)
INFORMATION: Library/HIVIND56Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND56Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND56Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND56Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND56Logic vs http://smart.who.int/HIV/Library/HIVIND56Logic
== fsh-generated/resources/Library-HIVIND57Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND57Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND57Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND57Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND57Logic)
INFORMATION: Library/HIVIND57Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND57Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND57Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND57Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND57Logic vs http://smart.who.int/HIV/Library/HIVIND57Logic
== fsh-generated/resources/Library-HIVIND58Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND58Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND58Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND58Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND58Logic)
INFORMATION: Library/HIVIND58Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND58Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND58Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND58Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND58Logic vs http://smart.who.int/HIV/Library/HIVIND58Logic
== fsh-generated/resources/Library-HIVIND59Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND59Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND59Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND59Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND59Logic)
INFORMATION: Library/HIVIND59Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND59Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND59Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND59Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND59Logic vs http://smart.who.int/HIV/Library/HIVIND59Logic
== fsh-generated/resources/Library-HIVIND5Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND5Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND5Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND5Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND5Logic)
INFORMATION: Library/HIVIND5Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND5Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND5Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND5Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND5Logic vs http://smart.who.int/HIV/Library/HIVIND5Logic
== fsh-generated/resources/Library-HIVIND60Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND60Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND60Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND60Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND60Logic)
INFORMATION: Library/HIVIND60Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND60Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND60Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND60Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND60Logic vs http://smart.who.int/HIV/Library/HIVIND60Logic
== fsh-generated/resources/Library-HIVIND61Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND61Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND61Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND61Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND61Logic)
INFORMATION: Library/HIVIND61Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND61Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND61Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND61Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND61Logic vs http://smart.who.int/HIV/Library/HIVIND61Logic
== fsh-generated/resources/Library-HIVIND62Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND62Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND62Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND62Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND62Logic)
INFORMATION: Library/HIVIND62Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND62Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND62Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND62Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND62Logic vs http://smart.who.int/HIV/Library/HIVIND62Logic
== fsh-generated/resources/Library-HIVIND63Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND63Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND63Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND63Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND63Logic)
INFORMATION: Library/HIVIND63Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND63Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND63Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND63Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND63Logic vs http://smart.who.int/HIV/Library/HIVIND63Logic
== fsh-generated/resources/Library-HIVIND64Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND64Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND64Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND64Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND64Logic)
INFORMATION: Library/HIVIND64Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND64Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND64Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND64Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND64Logic vs http://smart.who.int/HIV/Library/HIVIND64Logic
== fsh-generated/resources/Library-HIVIND65Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND65Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND65Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND65Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND65Logic)
INFORMATION: Library/HIVIND65Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND65Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND65Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND65Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND65Logic vs http://smart.who.int/HIV/Library/HIVIND65Logic
== fsh-generated/resources/Library-HIVIND66Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND66Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND66Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND66Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND66Logic)
INFORMATION: Library/HIVIND66Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND66Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND66Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-module|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
ERROR: /github/workspace/fsh-generated/resources/Library-HIVIND66Logic: URL Mismatch http://smart.who.int/hiv/Library/HIVIND66Logic vs http://smart.who.int/HIV/Library/HIVIND66Logic
== fsh-generated/resources/Library-HIVIND67Logic.json ==
ERROR: Library.where(url = 'http://smart.who.int/HIV/Library/HIVIND67Logic'): Conformance resource /github/workspace/fsh-generated/resources/Library-HIVIND67Logic.json - the canonical URL (http://smart.who.int/hiv/Library/HIVIND67Logic) does not match the URL (http://smart.who.int/HIV/Library/HIVIND67Logic)
INFORMATION: Library/HIVIND67Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/crmi/StructureDefinition/crmi-publishablelibrary|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
INFORMATION: Library/HIVIND67Logic: Library.extension[0]: This element does not match any known slice defined in the profile http://hl7.org/fhir/uv/cql/StructureDefinition/cql-library|1.0.0 (this may not be a problem, but you should check that it's not intended to match a slice)
