"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVCPrEPvisit","HIVCPrEPvisit.sexFactorForEstimatingCreatinineClearance","HIVCPrEPvisit.sexFactorForEstimatingCreatinineClearance","","","",0,1,"","","","Coding {[]} {[]}
","Sex factor for estimating creatinine clearance","Value used for gender for calculating creatinine clearance if required. For transgender populations, the sex at birth is used in the Cockcroft-Gault equation if the person is not using hormone therapy; among transgender populations using hormone therapy for more than three months, the current gender can be used.","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE107","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE107
",,,,"HIVCPrEPvisit.sexFactorForEstimatingCreatinineClearance",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.estimatedCreatinineClearanceCockcroftGaultEquation","HIVCPrEPvisit.estimatedCreatinineClearanceCockcroftGaultEquation","","","",0,1,"","","","integer {[]} {[]}
","Estimated creatinine clearance (Cockcroft–Gault equation)","If the laboratory does not have the capacity to estimate creatinine clearance, the provider can use the Cockcroft–Gault equation to calculate estimated creatinine clearance based on measured serum creatinine, the client’s sex at birth, age and estimated lean body weight.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE110
",,,,"HIVCPrEPvisit.estimatedCreatinineClearanceCockcroftGaultEquation",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.dateOfSampleCollection","HIVCPrEPvisit.dateOfSampleCollection","","","",0,1,"","","","dateTime {[]} {[]}
","Date of sample collection","Date when the specimen was collected","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE111
",,,,"HIVCPrEPvisit.dateOfSampleCollection",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.contraindicationsToPrepUsage","HIVCPrEPvisit.contraindicationsToPrepUsage","","","",0,*,"","","","Coding {[]} {[]}
","Contraindications to PrEP usage","Listing of contraindications to pre-exposure prophylaxis (PrEP)","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE112","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE112
",,,,"HIVCPrEPvisit.contraindicationsToPrepUsage",0,*,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.otherAllergyOrContraindicationToAMedicineInThePrepRegimenSpecify","HIVCPrEPvisit.otherAllergyOrContraindicationToAMedicineInThePrepRegimenSpecify","","","",0,1,"","","","string {[]} {[]}
","Other allergy or contraindication to a medicine in the PrEP regimen (specify)","Client has another allergy or contraindication to a medicine in the pre-exposure prophylaxis (PrEP) regimen (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE119
",,,,"HIVCPrEPvisit.otherAllergyOrContraindicationToAMedicineInThePrepRegimenSpecify",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.prescribedPrepAtInitialVisit","HIVCPrEPvisit.prescribedPrepAtInitialVisit","","","",0,1,"","","","boolean {[]} {[]}
","Prescribed PrEP at initial visit","Client was prescribed pre-exposure prophylaxis (PrEP) on a first visit","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE120
",,,,"HIVCPrEPvisit.prescribedPrepAtInitialVisit",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.numberOfDaysPrescribed","HIVCPrEPvisit.numberOfDaysPrescribed","","","",0,1,"","","","integer {[]} {[]}
","Number of days prescribed","Days of medication client has been prescribed","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE121
",,,,"HIVCPrEPvisit.numberOfDaysPrescribed",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.prepRegimenPrescribed","HIVCPrEPvisit.prepRegimenPrescribed","","","",0,*,"","","","Coding {[]} {[]}
","PrEP regimen prescribed","HIV pre-exposure prophylaxis (PrEP) regimen prescribed","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE122","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE122
",,,,"HIVCPrEPvisit.prepRegimenPrescribed",0,*,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.adherenceCounsellingProvided","HIVCPrEPvisit.adherenceCounsellingProvided","","","",0,1,"","","","boolean {[]} {[]}
","Adherence counselling provided","Whether adherence counselling was provided","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE123
",,,,"HIVCPrEPvisit.adherenceCounsellingProvided",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.dateTimeOfFollowUpAppointment","HIVCPrEPvisit.dateTimeOfFollowUpAppointment","","","",0,1,"","","","dateTime {[]} {[]}
","Date/time of follow-up appointment","Date the client is to return for monitoring, re-supply, or any other reason","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE124
",,,,"HIVCPrEPvisit.dateTimeOfFollowUpAppointment",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.typeOfFollowUpAppointment","HIVCPrEPvisit.typeOfFollowUpAppointment","","","",0,1,"","","","Coding {[]} {[]}
","Type of follow-up appointment","Type of follow-up appointment for testing services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE125","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE125
",,,,"HIVCPrEPvisit.typeOfFollowUpAppointment",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.otherTypeOfFollowUpAppointment","HIVCPrEPvisit.otherTypeOfFollowUpAppointment","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other reason for the follow-up appointment (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE129
",,,,"HIVCPrEPvisit.otherTypeOfFollowUpAppointment",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.linkedToEnrolmentInCareAndArtInitiation","HIVCPrEPvisit.linkedToEnrolmentInCareAndArtInitiation","","","",0,1,"","","","boolean {[]} {[]}
","Linked to enrolment in care and ART initiation","Linkage made from HIV testing to enrolment in care following an HIV diagnosis","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE130
",,,,"HIVCPrEPvisit.linkedToEnrolmentInCareAndArtInitiation",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.preventionServicesOfferedAndReferrals","HIVCPrEPvisit.preventionServicesOfferedAndReferrals","","","",0,*,"","","","Coding {[]} {[]}
","Prevention services offered and referrals","Offer or refer to prevention services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE131","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE131
",,,,"HIVCPrEPvisit.preventionServicesOfferedAndReferrals",0,*,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.dateProvidedCondoms","HIVCPrEPvisit.dateProvidedCondoms","","","",0,1,"","","","date {[]} {[]}
","Date provided condoms","Date client was provided with condoms","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE136
",,,,"HIVCPrEPvisit.dateProvidedCondoms",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.condomsDistributed","HIVCPrEPvisit.condomsDistributed","","","",0,1,"","","","integer {[]} {[]}
","Condoms distributed","Number of condoms given to the client, if any were distributed","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE137
",,,,"HIVCPrEPvisit.condomsDistributed",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.condomType","HIVCPrEPvisit.condomType","","","",0,1,"","","","Coding {[]} {[]}
","Condom type","Type of condom provided to client","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE138","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE138
",,,,"HIVCPrEPvisit.condomType",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.hivSelfTestKitsAccepted","HIVCPrEPvisit.hivSelfTestKitsAccepted","","","",0,1,"","","","boolean {[]} {[]}
","HIV self-test kits accepted","Whether any HIV self-test kits were given to the client","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE141
",,,,"HIVCPrEPvisit.hivSelfTestKitsAccepted",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.numberOfHivSelfTestKitsDistributed","HIVCPrEPvisit.numberOfHivSelfTestKitsDistributed","","","",0,1,"","","","integer {[]} {[]}
","Number of HIV self-test kits distributed","Number of HIV self-test kits distributed to the client","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE142
",,,,"HIVCPrEPvisit.numberOfHivSelfTestKitsDistributed",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.hivSelfTestDistributedForUseBy","HIVCPrEPvisit.hivSelfTestDistributedForUseBy","","","",0,1,"","","","Coding {[]} {[]}
","HIV self-test distributed for use by","Whom the client plans to give the HIV self-test kit (self, sexual partner, social contact, etc.)","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE143","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE143
",,,,"HIVCPrEPvisit.hivSelfTestDistributedForUseBy",0,1,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.sexualAndReproductiveHealthIntegratedServices","HIVCPrEPvisit.sexualAndReproductiveHealthIntegratedServices","","","",0,*,"","","","Coding {[]} {[]}
","Sexual and reproductive health integrated services","Offer or refer to sexual and reproductive health services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE149","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE149
",,,,"HIVCPrEPvisit.sexualAndReproductiveHealthIntegratedServices",0,*,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.offerOtherClinicalServices","HIVCPrEPvisit.offerOtherClinicalServices","","","",0,*,"","","","Coding {[]} {[]}
","Offer other clinical services","Other clinical services offered or referrals given to the client","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE157","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE157
",,,,"HIVCPrEPvisit.offerOtherClinicalServices",0,*,"",""
"HIVCPrEPvisit","HIVCPrEPvisit.otherSupportServices","HIVCPrEPvisit.otherSupportServices","","","",0,*,"","","","Coding {[]} {[]}
","Other support services","Offer or refer for other support services","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.C.DE164","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.C.DE164
",,,,"HIVCPrEPvisit.otherSupportServices",0,*,"",""
"HIVConfiguration","HIVConfiguration","HIVConfiguration","","","",0,*,"","","","null {[]} {[]}
","HIV.Configuration","This tab describes data about a facility or region that are used in workflows and decision logic (i.e. WHO recommendations depend upon these data elements), but are not specific to an individual (e.g. a high HIV burden setting)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVConfiguration","HIVConfiguration.populationPrevalenceOfTb","HIVConfiguration.populationPrevalenceOfTb","","","",1,1,"","","","integer {[]} {[]}
","Population prevalence of TB","The tuberculosis prevalence in the general population in number of cases per 100 000 persons or greater.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE1
",,,,"HIVConfiguration.populationPrevalenceOfTb",1,1,"",""
"HIVConfiguration","HIVConfiguration.populationPrevalenceOfSoilTransmittedHelminthInfection","HIVConfiguration.populationPrevalenceOfSoilTransmittedHelminthInfection","","","",1,1,"","","","integer {[]} {[]}
","Population prevalence of soil-transmitted helminth infection","The percentage of individuals in the general population infected with at least one species of soil-transmitted helminths","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE2
",,,,"HIVConfiguration.populationPrevalenceOfSoilTransmittedHelminthInfection",1,1,"",""
"HIVConfiguration","HIVConfiguration.populationIncidenceOfHivInTheAbsenceOfPrep","HIVConfiguration.populationIncidenceOfHivInTheAbsenceOfPrep","","","",1,1,"","","","integer {[]} {[]}
","Population incidence of HIV in the absence of PrEP","HIV incidence number of cases per 100 person–years in the absence of PrEP","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE3
",,,,"HIVConfiguration.populationIncidenceOfHivInTheAbsenceOfPrep",1,1,"",""
"HIVConfiguration","HIVConfiguration.populationPrevalenceOfHiv","HIVConfiguration.populationPrevalenceOfHiv","","","",1,1,"","","","integer {[]} {[]}
","Population prevalence of HIV","The proportion of the population that are HIV-positive","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE4
",,,,"HIVConfiguration.populationPrevalenceOfHiv",1,1,"",""
"HIVConfiguration","HIVConfiguration.prevalenceOfPretreatmentNnrtiDrugResistance","HIVConfiguration.prevalenceOfPretreatmentNnrtiDrugResistance","","","",1,1,"","","","integer {[]} {[]}
","Prevalence of pretreatment NNRTI drug resistance","Prevalence of pretreatment HIV drug resistance to NNRTIs among people initiating first-line ART","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE5
",,,,"HIVConfiguration.prevalenceOfPretreatmentNnrtiDrugResistance",1,1,"",""
"HIVConfiguration","HIVConfiguration.malariaEndemicSetting","HIVConfiguration.malariaEndemicSetting","","","",1,1,"","","","boolean {[]} {[]}
","Malaria-endemic setting","Whether the setting is a malaria-endemic setting","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE6
",,,,"HIVConfiguration.malariaEndemicSetting",1,1,"",""
"HIVConfiguration","HIVConfiguration.populationPrevalenceOfSyphilis","HIVConfiguration.populationPrevalenceOfSyphilis","","","",1,1,"","","","integer {[]} {[]}
","Population prevalence of syphilis","The proportion of the population with syphilis","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE7
",,,,"HIVConfiguration.populationPrevalenceOfSyphilis",1,1,"",""
"HIVConfiguration","HIVConfiguration.populationPrevalenceOfHepatitisB","HIVConfiguration.populationPrevalenceOfHepatitisB","","","",1,1,"","","","integer {[]} {[]}
","Population prevalence of hepatitis B","The proportion of hepatitis B surface antigen (HBsAg) seroprevalence in the general population","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE8
",,,,"HIVConfiguration.populationPrevalenceOfHepatitisB",1,1,"",""
"HIVConfiguration","HIVConfiguration.populationPrevalenceOfHepatitisC","HIVConfiguration.populationPrevalenceOfHepatitisC","","","",1,1,"","","","integer {[]} {[]}
","Population prevalence of hepatitis C","The proportion of hepatitis C virus (HCV) antibody seroprevalence in the general population","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE9
",,,,"HIVConfiguration.populationPrevalenceOfHepatitisC",1,1,"",""
"HIVConfiguration","HIVConfiguration.prevalenceOfHivInTheCatchmentArea","HIVConfiguration.prevalenceOfHivInTheCatchmentArea","","","",1,1,"","","","integer {[]} {[]}
","Prevalence of HIV in the catchment area","The proportion of the population from the health facility's catchment area that are HIV-positive (estimated)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE10
",,,,"HIVConfiguration.prevalenceOfHivInTheCatchmentArea",1,1,"",""
"HIVConfiguration","HIVConfiguration.ultrasoundAvailableAtTheHealthFacility","HIVConfiguration.ultrasoundAvailableAtTheHealthFacility","","","",1,1,"","","","boolean {[]} {[]}
","Ultrasound available at the health facility","Whether an ultrasound machine is available and functional in the facility and a trained health worker is available to use it","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE11
",,,,"HIVConfiguration.ultrasoundAvailableAtTheHealthFacility",1,1,"",""
"HIVConfiguration","HIVConfiguration.hivBurdenOfTheSetting","HIVConfiguration.hivBurdenOfTheSetting","","","",1,1,"","","","Coding {[]} {[]}
","HIV burden of the setting","HIV burden of the setting (high or low) based on the national HIV prevalence or where the HIV prevalence and/or incidence in a geographical setting is higher than national prevalence and, therefore, needs priority in the HIV response","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.Config.DE12","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE12
",,,,"HIVConfiguration.hivBurdenOfTheSetting",1,1,"",""
"HIVConfiguration","HIVConfiguration.hpvDnaTestingOperationalAtTheHealthFacility","HIVConfiguration.hpvDnaTestingOperationalAtTheHealthFacility","","","",1,1,"","","","boolean {[]} {[]}
","HPV DNA testing operational at the health facility","Is HPV DNA testing operational at the health facility for cervical cancer screening?","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE15
",,,,"HIVConfiguration.hpvDnaTestingOperationalAtTheHealthFacility",1,1,"",""
"HIVConfiguration","HIVConfiguration.routineViralLoadTestingIsAvailable","HIVConfiguration.routineViralLoadTestingIsAvailable","","","",1,1,"","","","boolean {[]} {[]}
","Routine viral load testing is available","Routine viral load testing is available in the facility","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE16
",,,,"HIVConfiguration.routineViralLoadTestingIsAvailable",1,1,"",""
"HIVConfiguration","HIVConfiguration.healthFacilityId","HIVConfiguration.healthFacilityId","","","",1,1,"","","","Identifier {[]} {[]}
","Health facility ID","Unique ID of the health facility that recorded the client. This ID could represent a universal health facility ID, if used in the country. Alternatively this ID can also be generated by the national surveillance system and assigned to reporting facility.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE17
",,,,"HIVConfiguration.healthFacilityId",1,1,"",""
"HIVConfiguration","HIVConfiguration.tbTreatingFacilityId","HIVConfiguration.tbTreatingFacilityId","","","",0,1,"","","","Identifier {[]} {[]}
","TB treating facility ID","The facility where the client is receiving tuberculosis (TB) treatment","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE18
",,,,"HIVConfiguration.tbTreatingFacilityId",0,1,"",""
"HIVConfiguration","HIVConfiguration.otherPriorityPopulations","HIVConfiguration.otherPriorityPopulations","","","",0,1,"","","","Coding {[]} {[]}
","Other priority populations","Other populations of priority of HIV prevention and care in local context (provided during adaptation)","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.Config.DE19","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE19
",,,,"HIVConfiguration.otherPriorityPopulations",0,1,"",""
"HIVConfiguration","HIVConfiguration.reportingPeriodEndDate","HIVConfiguration.reportingPeriodEndDate","","","",0,1,"","","","date {[]} {[]}
","Reporting period end date","End date of the reporting period","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE20
",,,,"HIVConfiguration.reportingPeriodEndDate",0,1,"",""
"HIVConfiguration","HIVConfiguration.reportingPeriodStartDate","HIVConfiguration.reportingPeriodStartDate","","","",0,1,"","","","date {[]} {[]}
","Reporting period start date","Start date of the reporting period","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE21
",,,,"HIVConfiguration.reportingPeriodStartDate",0,1,"",""
"HIVConfiguration","HIVConfiguration.reportingDate","HIVConfiguration.reportingDate","","","",0,1,"","","","date {[]} {[]}
","Reporting date","Reporting date, for surveys performed on a specific date","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.Config.DE22
",,,,"HIVConfiguration.reportingDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment","HIVDCareTreatment","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment","This tab describes the data that may be collected during care and treatment clinical visit for HIV workflow (HIV.D)","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.reasonForVisit","HIVDCareTreatment.reasonForVisit","","","",1,*,"","","","Coding {[]} {[]}
","Reason for visit","Whether visit was scheduled or unscheduled, clinical only, or for ARV drug pick-up","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE1","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE1
",,,,"HIVDCareTreatment.reasonForVisit",1,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.scheduledVisit","HIVDCareTreatment.scheduledVisit","","","",1,1,"","","","boolean {[]} {[]}
","Scheduled visit","Is this is a scheduled visit?","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE8
",,,,"HIVDCareTreatment.scheduledVisit",1,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.bodyTemperature","HIVDCareTreatment.bodyTemperature","","","",0,1,"","","","integer {[]} {[]}
","Body temperature","Temperature of the client in Celsius","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE9
",,,,"HIVDCareTreatment.bodyTemperature",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.respiratoryRate","HIVDCareTreatment.respiratoryRate","","","",0,1,"","","","integer {[]} {[]}
","Respiratory rate","The number of breaths per minute","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE10
",,,,"HIVDCareTreatment.respiratoryRate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.heartRate","HIVDCareTreatment.heartRate","","","",0,1,"","","","integer {[]} {[]}
","Heart rate","The number of heartbeats per minute","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE11
",,,,"HIVDCareTreatment.heartRate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.bodyHeight","HIVDCareTreatment.bodyHeight","","","",0,1,"","","","integer {[]} {[]}
","Body height","The client's height in centimetres","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE12
",,,,"HIVDCareTreatment.bodyHeight",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.bodyWeight","HIVDCareTreatment.bodyWeight","","","",1,1,"","","","integer {[]} {[]}
","Body weight","The client's current weight in kilograms","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE13
",,,,"HIVDCareTreatment.bodyWeight",1,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.systolicBloodPressure","HIVDCareTreatment.systolicBloodPressure","","","",0,1,"","","","integer {[]} {[]}
","Systolic blood pressure","Systolic blood pressure (SBP) in mmHg","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE14
",,,,"HIVDCareTreatment.systolicBloodPressure",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.diastolicBloodPressure","HIVDCareTreatment.diastolicBloodPressure","","","",0,1,"","","","integer {[]} {[]}
","Diastolic blood pressure","Diastolic blood pressure (DBP) in mmHg","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE15
",,,,"HIVDCareTreatment.diastolicBloodPressure",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.bloodPressureCannotBeTaken","HIVDCareTreatment.bloodPressureCannotBeTaken","","","",0,1,"","","","boolean {[]} {[]}
","Blood pressure cannot be taken","If the client's blood pressure cannot be taken, this should be indicated here. Otherwise, blood pressure should be measured.","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE16
",,,,"HIVDCareTreatment.bloodPressureCannotBeTaken",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.signsOfSeriousIllness","HIVDCareTreatment.signsOfSeriousIllness","","","",0,*,"","","","Coding {[]} {[]}
","Signs of serious illness","Signs that may indicate the client has a serious illness and needs triage or an emergency referral","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE17","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE17
",,,,"HIVDCareTreatment.signsOfSeriousIllness",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherSignOfSeriousIllnessSpecify","HIVDCareTreatment.otherSignOfSeriousIllnessSpecify","","","",0,1,"","","","string {[]} {[]}
","Other sign of serious illness (specify)","Client is exhibiting another sign of a serious illness (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE30
",,,,"HIVDCareTreatment.otherSignOfSeriousIllnessSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.currentlyPregnant","HIVDCareTreatment.currentlyPregnant","","","",0,1,"","","","boolean {[]} {[]}
","Currently pregnant","Client is currently pregnant","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE31
",,,,"HIVDCareTreatment.currentlyPregnant",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.breastfeeding","HIVDCareTreatment.breastfeeding","","","",0,1,"","","","boolean {[]} {[]}
","Breastfeeding","Client is giving infant breast milk","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE32
",,,,"HIVDCareTreatment.breastfeeding",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.numberOfPregnanciesGravida","HIVDCareTreatment.numberOfPregnanciesGravida","","","",0,1,"","","","integer {[]} {[]}
","Number of pregnancies (gravida)","Total number of times the woman has been pregnant (gravida)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE33
",,,,"HIVDCareTreatment.numberOfPregnanciesGravida",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.numberOfMiscarriagesAndOrAbortions","HIVDCareTreatment.numberOfMiscarriagesAndOrAbortions","","","",0,1,"","","","integer {[]} {[]}
","Number of miscarriages and/or abortions","Total number of pregnancies lost/ended due to miscarriages and/or abortions before 22 weeks/5 months","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE34
",,,,"HIVDCareTreatment.numberOfMiscarriagesAndOrAbortions",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.numberOfLiveBirths","HIVDCareTreatment.numberOfLiveBirths","","","",0,1,"","","","integer {[]} {[]}
","Number of live births","Total number of live births after 22 weeks","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE35
",,,,"HIVDCareTreatment.numberOfLiveBirths",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.parity","HIVDCareTreatment.parity","","","",0,1,"","","","integer {[]} {[]}
","Parity","Calculated parity is the total number of live and stillbirths","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE36
",,,,"HIVDCareTreatment.parity",0,1,"",""
